"message_id","id","type","trx_type","amount","transaction_date","end_to_end_id","payer_identification","payer_mobile_no","payer_alias_name","payee_identification","payee_mobile_no","payee_alias_name","terminal_id","group_merch_id","consumer_id","filler","invoice_no","network_fee","interchange_fee","payee_bank","payer_bank","point_of_initiation_method","merchant_category_code","tip_or_convenience_indicator","tip_surcharge","country_code","merchant_name","merchant_city","state","reason","onus","additional_info"
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9900KCJN,CR,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9900KCJN,WLTI001M0096891002030,"0096891002030",KARI91002030@WLTI,WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9700KCMD,CR,MT-P2B-AA,0.2630,2024-05-09,"20240312135856",WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,OPAY001C18000000000000289,"18000000000000289",,,,,,,,,OPAY,WLTI,,,,,,Carrefour super makt,MUSCAT   GHUBRA,ACSC,,false,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9100KDG7,CR,MT-P2B-AA,0.2630,2024-05-09,"20240312135856",WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,OPAY001C18000000000000289,"18000000000000289",,,,,,,,,OPAY,WLTI,,,,,,Carrefour super makt,MUSCAT   GHUBRA,ACSC,,false,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9800KDGE,CR,MT-P2B-AA,0.2880,2024-05-09,"20240312135856",WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,OPAY001C18000000000000289,"18000000000000289",,,,,,,,,OPAY,WLTI,,,,,,Carrefour super makt,MUSCAT   GHUBRA,ACSC,,false,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,OPAY261232c89c2a,CR,MT-P2P-AA,1.0000,2024-05-09,OPAY261232c89c2a,OPAY001M0096896034319,"0096896034319",HILAL66@OPAY,WLTI001M0096894000941,"0096894000941",JOHN94000941@WLTI,,,,,,,,WLTI,OPAY,,,"0 ",0.0000,,,,ACSC,,false,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9300KARB,CR,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9300KARB,WLTI001M0096891002030,"0096891002030",KARI91002030@WLTI,WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9800KBOI,CR,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9800KBOI,WLTI001M0096890090201,"0096890090201",JANX90090201@WLTI,WLTI001M0096890050209,"0096890050209",IMAN90050209@WLTI,,,,,,,,WLTI,WLTI,,,,,,Iman##########amed,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9400KBF8,CR,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9400KBF8,WLTI001M0096894000917,"0096894000917",JOHN94000917@WLTI,WLTI001M0096894000918,"0096894000918",JOHN94000918@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9400KBH6,CR,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9400KBH6,WLTI001M0096894000936,"0096894000936",JOHN94000936@WLTI,WLTI001M0096894000937,"0096894000937",JOHN94000937@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9200KCA0,CR,MT-P2B-AA,0.9900,2024-05-09,"20240312135856",WLTI001M0096894000940,"0096894000940",JOHN94000940@WLTI,OPAY001C18000000000000289,"18000000000000289",,,,,,,,,OPAY,WLTI,,,,,,Carrefour super makt,MUSCAT   GHUBRA,ACSC,,false,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9600KD5I,CR,MT-P2P-AA,3.0000,2024-05-09,WLTIBE9600KD5I,WLTI001M0096898470011,"0096898470011",NEWBOGUS@WLTI,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,,,,,,,,WLTI,WLTI,,,,,,Vasi########asik,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9500KD61,CR,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9500KD61,WLTI001M0096898470011,"0096898470011",NEWBOGUS@WLTI,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,,,,,,,,WLTI,WLTI,,,,,,Vasi########asik,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9300KCFB,CR,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9300KCFB,WLTI001M0096898470011,"0096898470011",NEWBOGUS@WLTI,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,,,,,,,,WLTI,WLTI,,,,,,Vasi########asik,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9400KDFG,CR,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9400KDFG,WLTI001M0096894000917,"0096894000917",JOHN94000917@WLTI,WLTI001M0096894000918,"0096894000918",JOHN94000918@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9000KCRQ,CR,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9000KCRQ,WLTI001M0096899777777,"0096899777777",ALDO99777777@WLTI,TST4001M0096893333333,"0096893333333",TST4001@TST4,,,,,,,,TST4,WLTI,,,,,,TST,,RJCT,1105,false,Reply timeout reached
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9200KCSC,CR,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9200KCSC,WLTI001M0096899777777,"0096899777777",ALDO99777777@WLTI,WLTI001M0096894444444,"0096894444444",ENDR94444444@WLTI,,,,,,,,WLTI,WLTI,,,,,,muha######rhan,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9800KCT2,CR,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9800KCT2,WLTI001M0096899777777,"0096899777777",ALDO99777777@WLTI,WLTI001M0096894444444,"0096894444444",ENDR94444444@WLTI,,,,,,,,WLTI,WLTI,,,,,,muha######rhan,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9200KAN4,DB,MT-P2P-AA,2.0000,2024-05-09,WLTIBE9200KAN4,WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,WLTI001M0096891002030,"0096891002030",KARI91002030@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,RJCT,1105,true,Reply timeout reached
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9200KB1K,DB,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9200KB1K,WLTI001M0096894001834,"0096894001834",JOHN94001834@WLTI,WLTI001M0096894001833,"0096894001833",JOHN94001833@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,RJCT,10,true,Transaction not permitted
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9000KBT0,DB,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9000KBT0,WLTI001M0096894000859,"0096894000859",JOHN94000859@WLTI,WLTI001M0096894000860,"0096894000860",JOHN94000860@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,RJCT,10,true,Transaction not permitted
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9400KCQ6,DB,MT-P2P-AA,3.0000,2024-05-09,WLTIBE9400KCQ6,WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,WLTI001M0096891002030,"0096891002030",KARI91002030@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,ACSC,,true,
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9300KAMB,DB,MT-P2P-AA,3.0000,2024-05-09,WLTIBE9300KAMB,WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,WLTI001M0096891002030,"0096891002030",KARI91002030@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,RJCT,1105,true,Reply timeout reached
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9800K9WW,DB,MT-P2P-AA,3.0000,2024-05-09,WLTIBE9800K9WW,WLTI001M0096890000250,"0096890000250",KARI90000250@WLTI,WLTI001M0096891002030,"0096891002030",KARI91002030@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,RJCT,1105,true,Reply timeout reached
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9500KBSB,DB,MT-P2P-AA,1.0000,2024-05-09,WLTIBE9500KBSB,WLTI001M0096894000859,"0096894000859",JOHN94000859@WLTI,WLTI001M0096894000838,"0096894000838",JOHN94000838@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,RJCT,10,true,Transaction not permitted
ID:htmpca01-34525-1715232310910-1:8:86:1:1,WLTIBE9400KBAI,DB,MT-P2P-AA,100.0000,2024-05-09,WLTIBE9400KBAI,WLTI001M0096895234813,"0096895234813",ALIX95234813@WLTI,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali #Test,,RJCT,10,true,Transaction not permitted
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7500K21H,CR,MT-P2P-AA,500.0000,2024-05-07,WLTIBE7500K21H,WLTI001M0096897214141,"0096897214141",NITA97214141@WLTI,WLTI001M0096897214747,"0096897214747",NEHA12345@WLTI,,,,,,,,WLTI,WLTI,,,,,,Neha# Rai,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7700K21T,CR,MT-P2P-AA,400.0000,2024-05-07,WLTIBE7700K21T,WLTI001M0096897214141,"0096897214141",NITA97214141@WLTI,WLTI001M0096897214747,"0096897214747",NEHA12345@WLTI,,,,,,,,WLTI,WLTI,,,,,,Neha# Rai,,RJCT,13,true,Wallet maximum Balance Limit breached
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7900K2TD,CR,MT-P2P-AA,300.0000,2024-05-07,WLTIBE7900K2TD,WLTI001M0096897214141,"0096897214141",NITA97214141@WLTI,WLTI001M0096897214747,"0096897214747",NEHA12345@WLTI,,,,,,,,WLTI,WLTI,,,,,,Neha# Rai,,RJCT,13,true,Wallet maximum Balance Limit breached
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7300K251,CR,MT-P2P-AA,5.0000,2024-05-07,WLTIBE7300K251,WLTI001M0096897214949,"0096897214949",KATE97214949@WLTI,WLTI001M0096897214747,"0096897214747",NEHA12345@WLTI,,,,,,,,WLTI,WLTI,,,,,,Neha# Rai,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7900K3VZ,CR,MT-P2P-AA,400.0000,2024-05-07,WLTIBE7900K3VZ,WLTI001M0096896096052,"0096896096052",GOKU960960521001@WLTI,WLTI001M0096896096050,"0096896096050",JAYA960960501@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K3W6,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7600K3W6,WLTI001M0096896096051,"0096896096051",RAJE960960512@WLTI,WLTI001M0096896096052,"0096896096052",GOKU960960521001@WLTI,,,,,,,,WLTI,WLTI,,,,,,Gokul  K,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7100K3X5,CR,MT-P2P-AA,3.0000,2024-05-07,WLTIBE7100K3X5,WLTI001M0096896096051,"0096896096051",RAJE960960512@WLTI,WLTI001M0096896096052,"0096896096052",GOKU960960521001@WLTI,,,,,,,,WLTI,WLTI,,,,,,Gokul  K,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7200K3EA,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7200K3EA,WLTI001M0096896096051,"0096896096051",RAJE960960512@WLTI,WLTI001M0096896096052,"0096896096052",GOKU960960521001@WLTI,,,,,,,,WLTI,WLTI,,,,,,Gokul  K,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7300K3KF,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7300K3KF,WLTI001M0096890999978,"0096890999978",PETR90999978@WLTI,WLTI001M0096896096052,"0096896096052",GOKU960960521001@WLTI,,,,,,,,WLTI,WLTI,,,,,,Gokul  K,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K4E8,CR,MT-P2P-AA,1.1000,2024-05-07,WLTIBE7600K4E8,WLTI001M0096890999978,"0096890999978",PETR90999978@WLTI,WLTI001M0096896096052,"0096896096052",GOKU960960521001@WLTI,,,,,,,,WLTI,WLTI,,,,,,Gokul  K,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7000K3MK,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7000K3MK,WLTI001M0096894000917,"0096894000917",JOHN94000917@WLTI,WLTI001M0096894000918,"0096894000918",JOHN94000918@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7400K4FU,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7400K4FU,WLTI001M0096894000936,"0096894000936",JOHN94000936@WLTI,WLTI001M0096894000937,"0096894000937",JOHN94000937@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K3OO,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7600K3OO,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,,,,,,,,WLTI,WLTI,,,,,,Test##Test,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7200K4H6,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7200K4H6,WLTI001M0096894000919,"0096894000919",JOHN94000919@WLTI,WLTI001M0096894000921,"0096894000921",JOHN94000921@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7800K4HC,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7800K4HC,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000177,"0096892000177",USER2@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7500K3PH,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7500K3PH,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ####ting,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7300K3PZ,CR,MT-P2B-AA,0.9900,2024-05-07,"20240312135856",WLTI001M0096894000940,"0096894000940",JOHN94000940@WLTI,OPAY001C18000000000000289,"18000000000000289",,,,,,,,,OPAY,WLTI,,,,,,Carrefour super makt,MUSCAT   GHUBRA,ACSC,,false,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7000K3QQ,CR,MT-P2B-AA,0.9900,2024-05-07,"20240312135856",WLTI001M0096894000941,"0096894000941",JOHN94000941@WLTI,OPAY001C18000000000000289,"18000000000000289",,,,,,,,,OPAY,WLTI,,,,,,Carrefour super makt,MUSCAT   GHUBRA,ACSC,,false,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7900K4KZ,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7900K4KZ,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ####ting,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7000K4LA,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7000K4LA,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ####ting,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7700K5CP,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7700K5CP,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,,,,,,,,WLTI,WLTI,,,,,,Test##Test,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7400K5CW,CR,MT-P2P-AA,1.5000,2024-05-07,WLTIBE7400K5CW,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,,,,,,,,WLTI,WLTI,,,,,,Test##Test,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7300K5D5,CR,MT-P2P-AA,1.5000,2024-05-07,WLTIBE7300K5D5,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,,,,,,,,WLTI,WLTI,,,,,,Test##Test,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7800K5DK,CR,MT-P2P-AA,1.5000,2024-05-07,WLTIBE7800K5DK,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ####ting,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7900K5DV,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7900K5DV,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ####ting,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K4MU,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7600K4MU,WLTI001M0096895234870,"0096895234870",INTL95234870@WLTI,WLTI001M0096895234873,"0096895234873",TEST95234873@WLTI,,,,,,,,WLTI,WLTI,,,,,,Test##Test,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K5L0,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7600K5L0,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000177,"0096892000177",USER2@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7900K5LN,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7900K5LN,WLTI001M0096892000177,"0096892000177",USER2@WLTI,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni#####shii,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K4V6,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7600K4V6,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000177,"0096892000177",USER2@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7800K4VI,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7800K4VI,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000177,"0096892000177",USER2@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7200K4VW,CR,MT-P2P-AA,1.0000,2024-05-07,WLTIBE7200K4VW,WLTI001M0096892000177,"0096892000177",USER2@WLTI,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni#####shii,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7600K4Y8,CR,MT-P2P-AA,4.0000,2024-05-07,WLTIBE7600K4Y8,WLTI001M0096892000177,"0096892000177",USER2@WLTI,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni#####shii,,RJCT,13,true,Wallet maximum Balance Limit breached
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7100K4Z7,CR,MT-P2P-AA,0.5000,2024-05-07,WLTIBE7100K4Z7,WLTI001M0096892000177,"0096892000177",USER2@WLTI,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni#####shii,,ACSC,,true,
ID:htmpca01-39639-1715066760526-1:7:99:1:1,WLTIBE7400K5R2,CR,MT-P2P-AA,0.5000,2024-05-07,WLTIBE7400K5R2,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000177,"0096892000177",USER2@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,ACSC,,true,
